batch_id,subject_id,domain,attack,expected,current_verdict,evidence_status,execution_status,required_artifacts,promotion_rule
BATCH-06,IRS-060,Multi-Agent & Tool Security,NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-060/raw-test.log;evidence/IRS-060/result.json;evidence/IRS-060/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-06,IRS-065,"Network, Egress & Secrets",NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-065/raw-test.log;evidence/IRS-065/result.json;evidence/IRS-065/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-06,IRS-066,"Network, Egress & Secrets",NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-066/raw-test.log;evidence/IRS-066/result.json;evidence/IRS-066/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-06,IRS-067,"Network, Egress & Secrets",NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-067/raw-test.log;evidence/IRS-067/result.json;evidence/IRS-067/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-07,IRS-068,"Network, Egress & Secrets",NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-068/raw-test.log;evidence/IRS-068/result.json;evidence/IRS-068/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-07,IRS-069,"Network, Egress & Secrets",NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-069/raw-test.log;evidence/IRS-069/result.json;evidence/IRS-069/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-07,IRS-070,"Network, Egress & Secrets",NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-070/raw-test.log;evidence/IRS-070/result.json;evidence/IRS-070/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-07,IRS-071,"Data, Filesystem, Database & Audit",NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-071/raw-test.log;evidence/IRS-071/result.json;evidence/IRS-071/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-07,IRS-072,"Data, Filesystem, Database & Audit",NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-072/raw-test.log;evidence/IRS-072/result.json;evidence/IRS-072/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-07,IRS-073,"Data, Filesystem, Database & Audit",NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-073/raw-test.log;evidence/IRS-073/result.json;evidence/IRS-073/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-07,IRS-074,"Data, Filesystem, Database & Audit",NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-074/raw-test.log;evidence/IRS-074/result.json;evidence/IRS-074/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-07,IRS-075,"Data, Filesystem, Database & Audit",NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-075/raw-test.log;evidence/IRS-075/result.json;evidence/IRS-075/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-07,IRS-076,"Data, Filesystem, Database & Audit",NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-076/raw-test.log;evidence/IRS-076/result.json;evidence/IRS-076/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-07,IRS-077,"Data, Filesystem, Database & Audit",NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-077/raw-test.log;evidence/IRS-077/result.json;evidence/IRS-077/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-08,IRS-078,"Data, Filesystem, Database & Audit",NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-078/raw-test.log;evidence/IRS-078/result.json;evidence/IRS-078/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-08,IRS-079,"Data, Filesystem, Database & Audit",NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-079/raw-test.log;evidence/IRS-079/result.json;evidence/IRS-079/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-08,IRS-080,"Data, Filesystem, Database & Audit",NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-080/raw-test.log;evidence/IRS-080/result.json;evidence/IRS-080/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-08,IRS-081,Resilience & Operations,NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-081/raw-test.log;evidence/IRS-081/result.json;evidence/IRS-081/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-08,IRS-082,Resilience & Operations,NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-082/raw-test.log;evidence/IRS-082/result.json;evidence/IRS-082/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-08,IRS-083,Resilience & Operations,NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-083/raw-test.log;evidence/IRS-083/result.json;evidence/IRS-083/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-08,IRS-084,Resilience & Operations,NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-084/raw-test.log;evidence/IRS-084/result.json;evidence/IRS-084/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-08,IRS-085,Resilience & Operations,NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-085/raw-test.log;evidence/IRS-085/result.json;evidence/IRS-085/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-08,IRS-086,Resilience & Operations,NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-086/raw-test.log;evidence/IRS-086/result.json;evidence/IRS-086/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-08,IRS-087,Resilience & Operations,NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-087/raw-test.log;evidence/IRS-087/result.json;evidence/IRS-087/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-09,IRS-088,Resilience & Operations,NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-088/raw-test.log;evidence/IRS-088/result.json;evidence/IRS-088/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-09,IRS-089,Resilience & Operations,NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-089/raw-test.log;evidence/IRS-089/result.json;evidence/IRS-089/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-09,IRS-090,Resilience & Operations,NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-090/raw-test.log;evidence/IRS-090/result.json;evidence/IRS-090/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-09,IRS-091,"Supply Chain, Release, Privacy & Assurance",NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-091/raw-test.log;evidence/IRS-091/result.json;evidence/IRS-091/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-09,IRS-092,"Supply Chain, Release, Privacy & Assurance",NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-092/raw-test.log;evidence/IRS-092/result.json;evidence/IRS-092/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-09,IRS-093,"Supply Chain, Release, Privacy & Assurance",NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-093/raw-test.log;evidence/IRS-093/result.json;evidence/IRS-093/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-09,IRS-094,"Supply Chain, Release, Privacy & Assurance",NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-094/raw-test.log;evidence/IRS-094/result.json;evidence/IRS-094/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-09,IRS-095,"Supply Chain, Release, Privacy & Assurance",NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-095/raw-test.log;evidence/IRS-095/result.json;evidence/IRS-095/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-09,IRS-096,"Supply Chain, Release, Privacy & Assurance",NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-096/raw-test.log;evidence/IRS-096/result.json;evidence/IRS-096/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-09,IRS-097,"Supply Chain, Release, Privacy & Assurance",NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-097/raw-test.log;evidence/IRS-097/result.json;evidence/IRS-097/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-10,IRS-098,"Supply Chain, Release, Privacy & Assurance",NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-098/raw-test.log;evidence/IRS-098/result.json;evidence/IRS-098/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-10,IRS-099,"Supply Chain, Release, Privacy & Assurance",NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-099/raw-test.log;evidence/IRS-099/result.json;evidence/IRS-099/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
BATCH-10,IRS-100,"Supply Chain, Release, Privacy & Assurance",NOT_EXECUTED,SEE_MATRIX,UNPROVEN,MISSING,NOT_STARTED,evidence/IRS-100/raw-test.log;evidence/IRS-100/result.json;evidence/IRS-100/sha256sums.txt,Promote to PASS only after exact executable evidence and regression PASS.
